"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","931","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","33","1","0.000000","0","0"
"/Game/FirstPerson/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","76","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","76","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","152","2","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Torso.M_Sevarog_Torso","0","89","95","1","270.472321","89","95"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Hammer_01.M_Sevarog_Hammer_01","0","162","177","1","421.092621","162","177"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Chainmail.M_Sevarog_Chainmail","0","89","95","1","1561.436646","89","95"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Back_01.M_Sevarog_Back_01","0","89","95","1","147.583847","89","95"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_ArmourRuins.M_Sevarog_ArmourRuins","0","162","177","1","284.324829","162","177"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_invis.M_invis","0","95","101","1","45.839859","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/ParagonSevarog/Characters/Maps/BackGroundAssets/M_AssetPlatform.M_AssetPlatform","0","21","21","1","15.209434","0","0"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","21","1","0.000000","0","0"
"/Game/ParagonSevarog/Characters/Maps/BackGroundAssets/HDRSky.HDRSky","0","2","2","1","1.281619","0","0"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskReaperer.M_Sevarog_MaskReaperer","0","162","177","1","266.542633","162","177"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskReaperChainmail.M_Sevarog_MaskReaperChainmail","0","111","120","1","169.020447","111","120"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskReaperBack_01.M_Sevarog_MaskReaperBack_01","0","98","107","1","143.278381","98","107"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskReaperArmorRuins2.M_Sevarog_MaskReaperArmorRuins2","0","111","120","1","145.936920","111","120"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskedReaperTorso.M_Sevarog_MaskedReaperTorso","0","98","107","1","150.599655","98","107"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Torso_Red.M_Sevarog_Torso_Red","0","89","95","1","137.498154","89","95"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Hammer_Red.M_Sevarog_Hammer_Red","0","147","157","1","280.724182","147","157"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Chainmail_Red.M_Sevarog_Chainmail_Red","0","89","95","1","129.673035","89","95"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Back_Red.M_Sevarog_Back_Red","0","89","95","1","126.637604","89","95"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Armour_Red2.M_Sevarog_Armour_Red2","0","147","157","1","244.828217","147","157"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_Torso_Chonos.M_Sevarog_Torso_Chonos","0","89","95","1","133.907532","89","95"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_Hammer_Chonos.M_Sevarog_Hammer_Chonos","0","162","177","1","300.562073","162","177"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_Chainmail_Chonos.M_Sevarog_Chainmail_Chonos","0","89","95","1","130.639099","89","95"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_Back_Chronos.M_Sevarog_Back_Chronos","0","89","95","1","140.379196","89","95"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_ArmourR_Chronos3.M_Sevarog_ArmourR_Chronos3","0","162","177","1","256.218628","162","177"
"/Game/MS_DebrisPaperV1/Master_Materials/Standard_MasterMaterial.Standard_MasterMaterial","0","74","74","1","37.561543","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/Textures/horror_Mat.horror_Mat","0","21","21","1","15.339813","0","0"
"/Game/Keys/initialShadingGroup.initialShadingGroup","0","21","21","1","16.184408","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/ParagonSevarog/FX/Materials/Smoke/M_ShadowSwirls_BrightColors.M_ShadowSwirls_BrightColors","0","24","24","1","15.317562","0","0"
"/Game/ParagonSevarog/FX/Materials/Sparks/M_SoulEmbers.M_SoulEmbers","0","84","84","1","80.505722","0","0"
"/Game/ParagonSevarog/FX/Materials/Smoke/WispySmokeSoft/M_ShadowSwirls_v1.M_ShadowSwirls_v1","0","96","96","1","88.726189","0","0"
"/Game/ParagonSevarog/FX/Materials/Trails/M_UltArc_Expanding.M_UltArc_Expanding","0","92","94","1","76.877266","0","0"
"/Game/ParagonSevarog/FX/Materials/Sparks/M_Spark_VelocityLerp.M_Spark_VelocityLerp","0","60","64","1","35.976322","0","0"
"/Game/ParagonSevarog/FX/Materials/Flare/M_ArrowFlare.M_ArrowFlare","0","24","24","1","13.939550","0","0"
"/Game/ParagonSevarog/FX/Materials/Energy/M_SiphonImpact.M_SiphonImpact","0","30","32","1","16.203333","0","0"
"/Game/ParagonSevarog/FX/Materials/Energy/M_SevarogWeaponEnergy.M_SevarogWeaponEnergy","0","72","74","1","52.237591","0","0"
"/Game/ParagonSevarog/FX/Materials/Trails/M_PrimaryTrails.M_PrimaryTrails","0","128","128","1","97.300735","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","138","1","0.000000","0","0"
"/Game/ParagonSevarog/FX/Materials/Smoke/M_ShadowSwirls_Masked.M_ShadowSwirls_Masked","0","108","114","1","58.718784","0","0"
"/Game/ParagonSevarog/FX/Materials/Shockwave/M_SteelImpactRefraction.M_SteelImpactRefraction","0","128","128","1","89.949593","0","0"
"/Game/ParagonSevarog/FX/Materials/Shockwave/M_ImpactShockwave.M_ImpactShockwave","0","20","20","1","10.129934","0","0"
"/Game/ParagonSevarog/FX/Materials/Flare/M_Sparrow_Primary_Flare.M_Sparrow_Primary_Flare","0","24","24","1","13.379519","0","0"
"/Game/ParagonSevarog/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_DOF_Rand_Master.M_Hotdog_Spark_VLerp_DOF_Rand_Master","0","60","64","1","36.244129","0","0"
"/Game/ParagonSevarog/FX/Materials/Sparks/M_hardSpark_Alpha_GPU_Random.M_hardSpark_Alpha_GPU_Random","0","24","24","1","13.878891","0","0"
"/Game/ParagonSevarog/FX/Materials/Smoke/M_ShadowSwirls_v4.M_ShadowSwirls_v4","0","24","24","1","13.605471","0","0"
"/Game/ParagonSevarog/FX/Materials/Flare/M_FaceRays.M_FaceRays","0","40","40","1","20.384344","0","0"
"/Game/ParagonSevarog/FX/Materials/Shockwave/M_ShockwaveFlame.M_ShockwaveFlame","0","20","20","1","9.657506","0","0"
"/Game/ParagonSevarog/FX/Materials/Fire/M_Shockwave.M_Shockwave","0","68","72","1","35.787239","0","0"
"/Game/ParagonSevarog/FX/Materials/Energy/M_SevarogSwirls.M_SevarogSwirls","0","30","32","1","16.309328","0","0"
"/Game/ParagonSevarog/FX/Materials/Decals/M_RuneDecal.M_RuneDecal","0","91","91","1","67.909363","0","0"
"/Game/ParagonSevarog/FX/Materials/Smoke/WispySmokeSoft/M_ShadowSwirls_v2.M_ShadowSwirls_v2","0","24","24","1","14.620102","0","0"
"/Game/ParagonSevarog/FX/Materials/Smoke/M_FaceDark.M_FaceDark","0","48","48","1","24.324223","0","0"
"/Game/ParagonSevarog/FX/Materials/Energy/M_SiphonSoulsBody.M_SiphonSoulsBody","0","51","54","1","26.033482","0","0"
"/Game/ParagonSevarog/FX/Materials/Energy/M_SiphonSouls.M_SiphonSouls","0","113","116","1","79.785126","0","0"
"/Game/ParagonSevarog/FX/Materials/Energy/M_SoulHandTargeting.M_SoulHandTargeting","0","76","78","1","57.923347","0","0"
"/Game/ParagonSevarog/FX/Materials/Flare/M_SevarogSpeed2.M_SevarogSpeed2","0","30","32","1","16.553427","0","0"
"/Game/ParagonSevarog/FX/Materials/Shockwave/M_SpeedBlur.M_SpeedBlur","0","20","20","1","10.182903","0","0"
"/Game/ParagonSevarog/FX/Materials/Energy/M_SoulHand4.M_SoulHand4","0","60","60","1","46.333508","0","0"
"/Game/ParagonSevarog/FX/Materials/Flare/M_SevarogSpeed.M_SevarogSpeed","0","30","32","1","15.694878","0","0"
"/Game/ParagonSevarog/FX/Materials/Energy/M_PrimaryComet.M_PrimaryComet","0","113","116","1","85.848808","0","0"
"/Game/ParagonSevarog/FX/Materials/Smoke/M_Sevarog_ShadowSkirt.M_Sevarog_ShadowSkirt","0","75","80","1","41.674458","0","0"
"/Game/ParagonSevarog/FX/Materials/Flare/M_Revenant_Primary_MeshWindy.M_Revenant_Primary_MeshWindy","0","30","32","1","17.623980","0","0"
"/Game/ParagonSevarog/FX/Materials/Flare/M_Revenant_Primary_MeshFrontTrail.M_Revenant_Primary_MeshFrontTrail","0","68","72","1","37.384094","0","0"
"/Game/ParagonSevarog/FX/Materials/Energy/M_Weakness_Projectile.M_Weakness_Projectile","0","30","32","1","15.221493","0","0"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_ReaperMask.M_Sevarog_ReaperMask","0","34","37","1","47.377087","34","37"
"/Game/MS_DebrisPaperV1/Master_Materials/SurfaceBlend_MasterMaterial.SurfaceBlend_MasterMaterial","0","51","51","1","27.585489","0","0"
"/Game/MS_DebrisPaperV1/Master_Materials/Imperfection_MasterMaterial.Imperfection_MasterMaterial","0","12","12","1","8.398280","0","0"
"/Game/MS_DebrisPaperV1/Master_Materials/Foliage_MasterMaterial.Foliage_MasterMaterial","0","54","54","1","27.404976","0","0"
"/Game/MS_DebrisPaperV1/Master_Materials/Displacement_MasterMaterial.Displacement_MasterMaterial","0","51","51","1","24.757301","0","0"
"/Game/MS_DebrisPaperV1/Master_Materials/Decal_MasterMaterial.Decal_MasterMaterial","0","61","61","1","35.839291","0","0"
"/Game/MS_DebrisPaperV1/Master_Materials/ChannelPackingSample.ChannelPackingSample","0","51","51","1","24.089043","0","0"
"/Game/MS_DebrisPaperV1/Master_Materials/BrushDecal_MasterMaterial.BrushDecal_MasterMaterial","0","61","61","1","36.973030","0","0"
"/Game/MS_DebrisPaperV1/Master_Materials/Atlas_MasterMaterial.Atlas_MasterMaterial","0","54","54","1","27.290743","0","0"
"/Game/Doors/orig_orig_orig_orig_orig_orig_orig_10057_wooden_door_v1.orig_orig_orig_orig_orig_orig_orig_10057_wooden_door_v1","0","21","21","1","15.250236","0","0"
